FunctionID_f,AvgServiceTimeMilliseconds,Invocations30Days
5336,34766,144
5636,137,144
5695,177,144
5710,1936,144
5721,370,144
5864,15196,144
5877,1672,144
6049,2157,144
6121,35,144
6139,1472,144
6216,51,144
6240,1691,144
6297,1817,144
6491,131,144
6530,117,144
6617,128,144
6642,1251,144
6846,642,144
6962,1,144
6983,109,144
7077,1,144
7103,1238,144
7161,153,144
7466,5637,144
7482,169,144
7490,1073,144
7568,3377,144
7643,794,144
7777,58,144
7901,339,144
8131,184,144
8155,8690,144
8211,300391,144
8221,393,144
8275,10192,144
8317,100,144
8396,1469,144
8719,128,144
8888,1718,144
8891,4923,144
8979,1,144
9017,435,144
9058,607,144
9112,5085,144
9138,1081,144
9166,1270,144
9249,123,144
9345,244,144
9441,1027,144
9478,4368,144
9563,1111,144
9642,230,144
9646,2137,144
9733,1693,144
9752,18102,144
9786,1069,144
9921,1,144
9938,263,144
10035,27651,144
10099,1120,144
10264,2039,144
10323,1049,144
10369,1031,144
10420,415,144
10452,25960,144
10464,2935,144
10602,2285,144
10660,2887,144
10743,32162,144
10751,2700,144
1070,1352,143
5769,198,143
1569,11650,142
3478,17750,141
8325,930,141
10423,13,141
2359,227,140
5146,6162,140
5825,119,140
5993,980,140
3286,10135,138
6922,277,138
308,10052,137
3462,189,137
3729,18428,137
6867,55,137
709,5,136
5221,21086,136
5365,224,136
6934,4076,136
7919,103,136
252,12,135
3132,1116,135
6392,2446,135
6864,149,135
9631,1090,135
10021,115,135
1563,17000,134
1940,2857,133
3581,1028,133
5798,3377,133
848,646,132
1571,370,132
4765,1773,132
8918,1077,132
3014,117,130
3651,5852,130
4777,801,130
6714,121,130
9331,157,130
1021,30,129
2264,12793,129
4322,304029,129
4861,12233,129
2457,156,128
4341,292,128
9154,19183,128
851,1056,127
7925,529,127
9911,1151,127
7,5390,126
474,3007,126
5260,1420,126
1232,192,125
5353,136,124
7176,15230,124
7735,1030,124
10517,1058,124
9419,209,123
1894,219,122
4797,1394,122
8083,1050,122
8949,15,121
10599,11,121
1290,396,120
1857,179,120
2059,380,120
2068,21441,120
2174,7635,120
3471,278,120
3745,1893,120
5361,10154,120
6468,1518,120
7676,1,120
8610,194,120
8721,7329,120
9553,112,120
10536,317,120
10615,1668,120
10847,1038,120
10101,71,119
10377,1597,119
44,30607,118
5015,569,118
8561,199,118
8726,1716,118
10499,538,118
7277,288,117
8419,1012,117
1297,24897,116
1848,11193,116
2853,1058,116
2915,1009,116
8369,1141,116
8415,1073,116
8785,122102,116
9873,3548,116
1212,1107,114
3036,1807,114
7542,80,114
8076,1039,114
9395,1901,114
10090,130,114
4608,111,113
10091,2183,113
3550,1068,112
3890,193,112
4091,1230,112
9513,11,112
2441,1412,111
5216,1041,111
5911,347,111
6068,6441,111
5444,842,110
9355,4273,110
891,1221,109
1193,2023,109
783,946,108
4813,1400,108
5582,654,108
8315,1098,108
3346,1039,107
3360,160,107
101,202,106
1433,267439,106
1669,15181,106
3634,10179,106
5871,2664,106
8197,185616,106
9004,17877,106
36,2423,105
877,124,105
5473,87,105
6227,7104,105
7423,131,105
9652,10884,105
800,6709,104
4881,51,104
6261,104,104
6746,1161,104
10467,656,104
175,2249,103
1025,197,103
6209,230,103
9851,1005,103
9891,2451,103
10509,106,103
10732,2747,103
1203,641,102
4174,42,102
9401,103,102
10242,97,102
10513,147,102
2623,1629,101
3107,120,101
4558,1515,101
5118,106,101
6259,14,101
8206,36790,101
10526,1,101
3730,1104,100
8452,361,100
1145,11,99
3744,1855,99
5159,220,99
5966,1173,99
7220,1163,99
7659,7491,99
8801,1025,99
9460,4279,99
9987,22,99
634,381,98
9303,480,98
10032,13179,98
76,238,97
1510,90,97
2002,13776,97
2704,18965,97
2755,1672,97
3214,18977,97
3773,1451,97
5429,30,97
5498,244,97
7664,159,97
174,127,96
222,1429,96
227,1160,96
291,130,96
307,5650,96
325,1293,96
362,1246,96
476,750,96
489,17144,96
490,1071,96
506,2760,96
573,10584,96
576,119,96
577,3601,96
590,2413,96
591,16605,96
688,2,96
755,1807,96
838,186,96
888,387,96
896,1084,96
935,128,96
961,6,96
990,355,96
1038,1286,96
1140,3540,96
1219,778,96
1289,16436,96
1373,1733,96
1473,324,96
1495,13447,96
1640,25137,96
1649,562,96
1668,59665,96
1692,14,96
1716,43995,96
1736,1112,96
1782,11867,96
1828,23422,96
1832,29,96
1874,11614,96
2001,600187,96
2090,1627,96
2124,4461,96
2130,534,96
2137,895,96
2222,35851,96
2241,411,96
2291,119,96
2358,674,96
2368,617,96
2394,786,96
2435,4371,96
2444,1080,96
2485,1575,96
2486,7857,96
2522,584,96
2543,1349,96
2600,10570,96
2653,1065,96
2732,388,96
2777,1226,96
2782,1404,96
2872,28803,96
2946,1202,96
2952,11094,96
3043,26469,96
3074,1,96
3240,10460,96
3295,11508,96
3507,10451,96
3606,327,96
3617,13,96
3648,10976,96
3696,974,96
3701,276,96
3709,148,96
3733,248,96
3750,31,96
3805,4183,96
3909,206,96
4029,1750,96
4107,2633,96
4212,1060,96
4237,15695,96
4401,1917,96
4408,183,96
4419,3621,96
4440,101446,96
4547,2339,96
4588,182,96
4694,17143,96
4730,20021,96
4833,3972,96
4853,1086,96
4896,9268,96
4898,2,96
4909,2166,96
4951,28462,96
5001,3014,96
5086,5905,96
5205,3237,96
5220,552,96
5268,1368,96
5320,239,96
5332,3136,96
5367,672,96
5374,23104,96
5452,1110,96
5474,52,96
5604,112,96
5606,35,96
5617,600334,96
5681,106,96
5693,409,96
5701,22,96
5876,10550,96
5970,11486,96
6019,3732,96
6021,186,96
6042,316,96
6099,101,96
6183,11878,96
6220,107,96
6245,5259,96
6313,2686,96
6366,4749,96
6371,131766,96
6372,262,96
6387,1148,96
6435,13386,96
6438,2983,96
6523,14533,96
6542,116,96
6572,50392,96
6658,112124,96
6721,8766,96
6735,18126,96
6831,407,96
6837,1306,96
6887,160,96
6899,1045,96
6900,2029,96
6939,34,96
6941,10052,96
6953,369,96
6955,1,96
7125,1508,96
7137,1098,96
7218,1091,96
7293,197143,96
7324,1554,96
7353,467,96
7416,464,96
7458,4288,96
7492,1002,96
7493,1203,96
7516,1592,96
7551,15811,96
7578,158,96
7641,180288,96
7644,986,96
7656,107,96
7711,4487,96
7721,5929,96
7758,2717,96
7768,1428,96
7872,102,96
8022,846,96
8029,182,96
8052,1003,96
8181,937,96
8198,20908,96
8295,10470,96
8357,9,96
8368,12066,96
8377,16510,96
8533,156,96
8540,16,96
8558,261,96
8602,11147,96
8608,4760,96
8656,224,96
8988,408,96
9117,10064,96
9176,645,96
9410,194,96
9454,1056,96
9455,148216,96
9463,1149,96
9470,10108,96
9486,83,96
9497,11190,96
9648,1324,96
9760,1563,96
9790,263,96
9915,435,96
9920,34999,96
10003,604,96
10085,1441,96
10127,504,96
10182,11827,96
10240,16310,96
10343,2801,96
10358,727,96
10380,107,96
10405,1120,96
10441,36,96
10621,354,96
10684,458,96
10695,109715,96
10727,1,96
10765,5128,96
10857,770,96
10860,10828,96
234,186,95
244,2334,95
936,354,95
1829,470931,95
2120,300068,95
2187,1016,95
3073,2586,95
3404,29,95
5035,181,95
5183,113,95
6942,44,95
7264,481425,95
8863,111,95
9715,3942,95
10019,1014,95
10709,1,95
710,121,94
1768,41,94
5024,12986,94
7283,1088,94
7471,5148,94
10111,6904,94
10612,1038,94
293,1017,93
846,8953,93
2661,10513,93
3148,2130,93
3216,191,93
6949,1027,93
7250,2306,93
7807,11948,93
10759,10,93
1061,10480,92
4454,2960,92
6355,3169,92
1956,100,91
1964,3246,91
7631,3418,91
10555,2138,91
1719,206,90
3936,2191,90
4357,11755,90
5667,107995,90
7200,207,90
9397,188,90
10659,211,90
1677,44,89
3896,1065,89
7785,230,89
9324,2886,89
9905,13,89
3323,327,88
4621,1095,88
5372,12,88
7834,128,88
9993,239,88
108,221,87
3740,5874,87
5465,134,87
233,109,86
1137,13069,86
3533,499,86
5398,15479,86
6085,1253,86
6954,335,86
8384,183,86
9407,4789,86
9926,11368,86
9962,141,86
1860,1308,85
2179,300339,85
4985,26076,85
6792,2781,85
7958,978,85
2006,53,84
2445,20668,84
5682,203,84
5844,2400,84
6723,114,84
7008,1829,84
10330,10297,84
1322,101,83
5750,479,83
10582,17,83
10680,749,83
1421,468,82
1806,4254,82
5385,318,82
5470,1,82
7091,18633,82
10585,276,82
3271,1146,81
3457,1821,81
4049,106,81
7640,24272,81
8137,10,81
9320,1012,81
1377,13,80
7215,1026,80
8177,1793,80
2468,42,79
4657,25023,79
5095,635,79
8485,1300,79
1354,8509,78
4446,115,78
8493,60,78
389,119,77
2192,2887,77
6128,787,77
6774,109,77
9676,105383,77
8008,1191,76
8556,1362,76
2263,58,75
5244,4291,75
3554,115,74
6323,1388,74
8467,715,74
10530,231,74
414,274,73
1118,1762,73
3922,16,73
5329,182473,73
8193,12158,73
8943,117,73
9612,1112,73
9725,198,73
67,1167,72
90,1446,72
679,181,72
917,2713,72
1195,28,72
1589,131,72
1844,931,72
2170,187,72
2308,256,72
2588,1332,72
2846,110,72
4035,279,72
4245,160070,72
4460,7343,72
4474,77322,72
4479,85581,72
4658,95,72
4837,14707,72
4970,4593,72
5330,794,72
5363,119,72
5515,159107,72
5715,280,72
5908,11260,72
6129,1065,72
6330,25804,72
6987,1043,72
7101,10668,72
7139,16,72
7216,950,72
7817,188,72
7926,5120,72
9566,502,72
9695,989,72
9763,18456,72
10823,2379,72
519,41,71
943,124,71
1040,5,71
6985,143,71
8024,264,71
754,115,70
1074,179,70
2719,1008,70
5821,2708,70
7561,1074,70
501,383,69
1765,13672,69
3544,15138,69
5096,25,69
5176,116,69
8664,107,69
1337,1866,68
5899,127,68
10575,242,68
740,119,67
1059,261,67
1064,13898,67
5656,1128,67
7738,1007,67
520,1390,66
680,12859,66
1254,1175,66
5938,475,66
7507,103,66
9006,12,66
9379,1475,66
9647,134,66
2096,4,65
3994,12056,65
4956,1624,65
6898,1204,65
7810,180,65
8375,102,65
10191,1035,65
2113,306,64
2270,15044,64
4343,898,64
6117,19,64
10012,7267,64
1031,110,63
4524,1989,63
6092,10,63
7588,317,63
8773,113,63
9502,1050,63
9811,32882,63
10677,117,63
3908,13,62
4612,16059,62
4872,208,62
7537,751,62
8466,23,62
1619,103,61
3173,1662,61
5166,4519,61
6707,2353,61
9250,1868,61
10545,6515,61
10744,1427,61
184,2,60
801,977,60
1184,345,60
3228,612,60
3712,6199,60
4515,12394,60
4845,141,60
5026,80,60
5980,4316,60
6767,170,60
7035,1002,60
7180,1867,60
7182,1380,60
9149,260,60
9908,7309,60
4575,108,59
6206,376,59
7267,302,59
7779,178,59
8848,100,59
10580,1067,59
249,1268,58
2177,348,58
2404,104,58
4047,772,58
4327,538,58
5158,1989,58
5182,10017,58
5529,625,58
7155,4274,58
7206,1789,58
8584,103,58
13,225,57
944,1572,57
3378,16536,57
3601,2585,57
5524,11966,57
8090,46,57
10362,11175,57
179,1331,56
3315,1981,56
4165,262,56
4863,2323,56
5672,129,56
6201,35583,56
6648,600493,56
7102,2991,56
8089,6078,56
2968,267,55
3220,10134,55
4981,217,55
6595,10,55
8577,13,55
9261,244,55
9910,10237,55
9972,183,55
142,1533,54
552,1471,54
642,11850,54
1923,323,54
2133,279,54
3331,405,54
3912,15585,54
3926,1430,54
4488,127362,54
5849,20589,54
5940,369,54
6929,45358,54
7246,1111,54
8432,100,54
9701,10596,54
10489,17091,54
10527,17746,54
488,115,53
6712,110,53
7279,132,53
7942,17881,53
8388,1286,53
10354,1215,53
10797,2726,53
845,100,52
2555,1756,52
2999,31320,52
8049,360,52
9602,1886,52
10675,33436,52
10808,3685,52
6008,2134,51
253,1,50
1607,2902,50
2996,2624,50
3140,109,50
5906,24549,50
7000,1505,50
7081,255,50
7409,194,50
7411,981,50
10381,593,50
643,80,49
2215,1392,49
2499,11529,49
2864,629,49
3637,197,49
4421,327,49
4448,438,49
5376,242,49
5979,1119,49
6431,19,49
6833,10172,49
7214,1430,49
7525,13240,49
7593,1857,49
7845,14681,49
8682,124654,49
9170,1426,49
304,4,48
349,1656,48
427,2166,48
447,1059,48
527,723,48
550,489,48
611,9964,48
721,16,48
799,1325,48
810,16202,48
931,59051,48
955,115,48
1013,1342,48
1101,10053,48
1122,1391,48
1124,2744,48
1162,1728,48
1202,1869,48
1350,4737,48
1419,379,48
1521,105,48
1532,1111,48
1624,212,48
1629,1071,48
1698,1068,48
2065,1273,48
2382,16036,48
2433,194096,48
2487,311,48
2582,1560,48
2605,1282,48
2613,1128,48
2813,127494,48
2891,416,48
2901,817,48
2928,189,48
3030,16779,48
3153,29,48
3218,9028,48
3244,304,48
3288,1063,48
3365,120929,48
3381,107969,48
3400,11330,48
3412,22302,48
3513,849,48
3654,125988,48
3703,3481,48
3707,15540,48
3789,1253,48
3864,2285,48
3944,41697,48
4009,10164,48
4022,1789,48
4103,1399,48
4182,100048,48
4207,1826,48
4216,10132,48
4256,1023,48
4610,11863,48
4736,295359,48
4764,10236,48
4904,7825,48
4906,10076,48
4975,189,48
5016,172,48
5037,10802,48
5157,2899,48
5204,1054,48
5246,365,48
5342,21309,48
5402,14,48
5499,2843,48
5572,1080,48
5736,14081,48
5870,1193,48
6036,89122,48
6048,102002,48
6054,1241,48
6120,119245,48
6135,1635,48
6203,185,48
6326,1038,48
6362,197,48
6416,105022,48
6480,10605,48
6511,1214,48
6776,1143,48
6778,11576,48
6832,1064,48
6868,1622,48
6889,114654,48
6905,119413,48
7090,1599,48
7165,139,48
7335,15770,48
7338,101131,48
7383,1210,48
7396,10035,48
7433,1480,48
7508,232,48
7636,637,48
7704,100,48
7904,3343,48
7950,313,48
7983,19005,48
8053,345,48
8104,360,48
8159,1927,48
8222,1406,48
8263,35605,48
8318,1358,48
8341,127,48
8401,638,48
8495,5749,48
8683,12828,48
8765,1293,48
8860,20428,48
9082,15384,48
9083,48838,48
9222,1340,48
9238,14591,48
9310,4510,48
9412,10324,48
9469,3805,48
9621,10372,48
9629,10077,48
9697,1108,48
9830,11608,48
9846,1086,48
9927,71254,48
9966,2536,48
10023,193,48
10132,1060,48
10172,140,48
10206,39,48
10313,380,48
10682,2131,48
10810,10355,48
10843,14441,48
259,1488,47
1117,3843,47
1908,1012,47
2003,51385,47
3181,497,47
3829,184,47
4102,318,47
5056,3160,47
5151,4957,47
7915,31206,47
8386,1025,47
8893,1511,47
8931,4,47
9453,6747,47
73,14212,46
3219,114,46
4147,12703,46
4537,1793,46
5051,1274,46
5143,125,46
5651,117,46
6238,10780,46
7617,1215,46
8421,11842,46
8542,18008,46
8793,10,46
9165,178,46
9244,1777,46
9748,409,46
9970,1000,46
1114,10278,45
1192,82445,45
2735,399331,45
2752,11667,45
4397,11809,45
4876,1026,45
5861,1469,45
5905,11169,45
6352,11552,45
6549,13016,45
10396,6237,45
549,1121,44
1024,1497,44
3522,1655,44
3604,21252,44
4400,123,44
5187,161257,44
5326,85568,44
5956,104,44
5991,10039,44
6052,1493,44
6982,10002,44
7403,1440,44
7639,1186,44
7971,3642,44
8236,12966,44
8367,213,44
9143,17014,44
9333,1106,44
9738,1176,44
9788,797,44
9906,48107,44
9953,16478,44
10056,12991,44
10437,1282,44
149,15519,43
1465,11732,43
1787,122,43
3482,1124,43
3500,43,43
3941,2142,43
6424,3299,43
6878,211,43
7321,10053,43
7837,3,43
8338,1060,43
9002,1011,43
311,180563,42
681,1158,42
1827,10,42
2015,1663,42
2236,1782,42
2597,105,42
2699,1087,42
4742,1648,42
4795,131,42
4897,4055,42
4902,1019,42
4907,11,42
5036,11619,42
5507,103,42
5800,1287,42
5827,107,42
5835,1639,42
9362,10462,42
9427,1064,42
10038,132,42
10096,103,42
10124,288,42
8,117,41
159,10196,41
368,1101,41
648,1082,41
1158,308,41
1251,17337,41
2989,74,41
3064,102776,41
3313,305,41
7099,15,41
7480,107,41
7610,41,41
8095,99443,41
9591,1047,41
9918,42985,41
9968,1608,41
94,1009,40
692,141,40
985,11035,40
1001,1252,40
2206,18,40
4279,269964,40
5453,2740,40
6474,408,40
6787,141,40
6976,1998,40
7531,1197,40
8760,2028,40
10416,442,40
1084,2159,39
2254,419,39
2912,672,39
4543,1271,39
6304,127,39
6687,1907,39
7388,32,39
10179,11683,39
10356,1133,39
513,83,38
630,100075,38
1825,2021,38
1929,1482,38
2261,13,38
2497,10642,38
2506,114,38
3629,12763,38
4787,25587,38
5238,1059,38
5947,152,38
7231,1057,38
9334,12481,38
9446,261,38
10515,20,38
10763,1170,38
875,15456,37
2019,561,37
3290,1740,37
3663,10930,37
4944,1185,37
5071,112,37
5599,3312,37
6743,1689,37
7156,224,37
7882,236,37
8254,5081,37
8882,10146,37
9615,1352,37
10068,188,37
35,101,36
147,1454,36
1707,1101,36
1926,233,36
2425,1016,36
3359,20,36
3919,183,36
3923,10853,36
4643,164,36
4828,154,36
4874,2662,36
5455,4775,36
7274,127,36
7782,1761,36
8706,30990,36
9636,25374,36
10252,2298,36
1094,10,35
1525,427,35
2154,451,35
3917,8797,35
4028,1205,35
5194,10094,35
5373,1106,35
6272,1029,35
7862,116,35
8354,13,35
10388,2700,35
10431,1013,35
10625,3019,35
9,102,34
1863,339,34
4288,158,34
4344,1043,34
5894,3470,34
7022,172,34
7491,1600,34
8157,612,34
8581,11142,34
9392,531,34
10110,227,34
192,47489,33
2201,35,33
3001,143,33
3278,1705,33
3995,103,33
5652,16675,33
5851,11661,33
6243,41817,33
6524,112,33
7791,10412,33
7826,1428,33
8557,10374,33
9056,2117,33
9141,2766,33
52,178,32
920,527,32
1476,2673,32
1608,1915,32
2049,11986,32
2493,368,32
3591,267,32
4717,45,32
4991,1302,32
5257,3611,32
6375,1552,32
8164,470,32
8301,54291,32
8981,1586,32
9234,55,32
9692,1892,32
9816,16604,32
9912,1071,32
989,10643,31
2761,586,31
2771,121,31
3322,119753,31
3503,1257,31
4920,10829,31
4923,232,31
5605,467,31
6370,1819,31
7271,12908,31
8875,2096,31
9088,361,31
9211,287,31
9578,225,31
10791,15,31
1531,2007,30
2140,6706,30
2910,624,30
3319,185,30
4100,174,30
4637,1545,30
5234,3345,30
5294,115,30
6064,43120,30
6106,107,30
6169,1613,30
6555,10807,30
6946,2034,30
7118,2393,30
7379,30,30
7581,1146,30
9039,5347,30
9061,867,30
10673,5088,30
976,159710,29
1035,2644,29
2121,100800,29
2443,106,29
4465,1148,29
5174,138344,29
6702,3042,29
6793,36187,29
6930,1101,29
7330,300061,29
7835,1423,29
9670,2849,29
9919,220180,29
10657,1212,29
10692,1132,29
10824,1595,29
1071,3056,28
1412,524,28
1544,12,28
1973,10103,28
2127,1082,28
2770,1102,28
3450,103,28
3812,1230,28
4108,2068,28
4175,131,28
4761,1058,28
4806,259,28
5077,70517,28
5396,719,28
5762,1517,28
6283,33,28
6303,13,28
7038,166806,28
7153,477,28
7552,104,28
7875,1686,28
8579,290,28
8899,5251,28
9011,39,28
9365,48,28
9404,1196,28
9934,1182,28
10274,1158,28
413,1236,27
653,10618,27
1302,225,27
1900,1,27
2962,147,27
3828,1164,27
3852,1310,27
3948,1665,27
4779,3918,27
5362,9328,27
5592,12051,27
7047,3784,27
7937,1320,27
8139,161505,27
8185,1570,27
8232,1057,27
8766,104,27
8939,22051,27
8956,97,27
9649,11330,27
9854,10410,27
9899,100496,27
533,203,26
698,15,26
1590,103,26
2419,1485,26
2767,433,26
3233,1060,26
3537,11858,26
3826,810,26
4269,139,26
5117,14,26
5635,1135,26
5831,139,26
6632,2344,26
7358,2465,26
7436,1269,26
7941,1325,26
8011,179,26
8443,1821,26
8696,1115,26
8941,5166,26
9037,25344,26
9423,112,26
10018,241,26
10331,214,26
10409,738,26
71,1099,25
584,111,25
2109,4058,25
2255,649,25
2574,1008,25
3562,3301,25
3927,19987,25
4094,159,25
4624,1027,25
4918,159,25
5510,58372,25
5691,16,25
6100,2751,25
6599,58,25
6728,31,25
7145,1012,25
9241,13298,25
102,16,24
124,7751,24
152,420,24
155,13284,24
187,2533,24
190,2269,24
213,639,24
223,109,24
240,28887,24
257,12996,24
275,10722,24
294,7205,24
313,557,24
315,152315,24
335,631,24
360,6203,24
402,34921,24
409,14290,24
412,1294,24
422,442,24
431,5618,24
458,5328,24
467,1257,24
497,570,24
602,337,24
616,86,24
673,1212,24
712,13501,24
717,30141,24
733,2678,24
773,1067,24
797,69289,24
830,21118,24
833,49263,24
887,89060,24
921,931,24
1023,3010,24
1039,15673,24
1045,1098,24
1063,862,24
1083,601942,24
1105,1134,24
1108,2143,24
1125,16151,24
1159,10411,24
1186,100,24
1217,1107,24
1242,381,24
1286,1288,24
1306,13183,24
1331,275,24
1338,4884,24
1339,1067,24
1342,4880,24
1351,1825,24
1418,1213,24
1456,12153,24
1474,3995,24
1478,11487,24
1492,123,24
1522,122,24
1523,1310,24
1559,10292,24
1587,40,24
1612,642,24
1632,107,24
1642,10687,24
1644,119708,24
1660,506,24
1679,496,24
1684,19871,24
1734,1575,24
1762,1354,24
1781,12516,24
1804,1678,24
1882,4191,24
1895,1062,24
1963,1752,24
2020,14537,24
2052,1,24
2080,243,24
2083,11795,24
2143,890,24
2198,1208,24
2283,614,24
2299,12259,24
2306,14576,24
2309,108312,24
2330,1547,24
2340,145,24
2346,4108,24
2352,35,24
2354,3498,24
2355,160,24
2365,243,24
2405,5609,24
2500,190706,24
2501,10033,24
2536,16179,24
2546,125021,24
2568,3654,24
2571,3810,24
2580,163,24
2609,1165,24
2617,18668,24
2626,103,24
2635,4804,24
2679,288223,24
2687,12268,24
2701,2298,24
2709,2193,24
2756,11,24
2776,12672,24
2833,349,24
2844,1198,24
2871,23518,24
2873,2725,24
2877,3119,24
2896,12362,24
2918,426,24
2949,13,24
2982,10276,24
2997,1249,24
3004,28620,24
3059,5623,24
3084,1197,24
3092,1994,24
3114,431,24
3124,10778,24
3221,113470,24
3289,3810,24
3354,13613,24
3390,10571,24
3433,63,24
3475,1280,24
3499,10343,24
3502,2225,24
3511,362,24
3542,947,24
3568,677,24
3579,32329,24
3584,208,24
3608,13769,24
3624,3502,24
3626,19430,24
3686,11709,24
3718,110351,24
3725,37802,24
3758,2268,24
3819,1015,24
3838,1842,24
3872,205,24
3877,1,24
3952,39,24
4018,182,24
4034,473,24
4095,168920,24
4159,67405,24
4220,162346,24
4226,103531,24
4286,1179,24
4295,110,24
4366,3642,24
4399,1628,24
4406,2427,24
4423,1273,24
4538,41578,24
4568,10975,24
4570,23069,24
4639,109403,24
4671,32259,24
4690,2767,24
4732,856,24
4778,185,24
4865,11345,24
4867,10074,24
4890,1247,24
4953,1980,24
4964,12097,24
4986,15332,24
4992,1198,24
5047,10428,24
5050,4210,24
5055,1080,24
5072,245,24
5078,108,24
5138,111,24
5229,300136,24
5285,112,24
5291,2058,24
5301,3001,24
5310,150,24
5390,2029,24
5416,33801,24
5420,19199,24
5442,1393,24
5459,1468,24
5460,351,24
5471,100601,24
5480,124919,24
5495,145,24
5525,1124,24
5555,4013,24
5579,251,24
5642,3114,24
5665,600104,24
5697,6674,24
5709,17479,24
5747,20,24
5754,4121,24
5761,1595,24
5778,1016,24
5920,20248,24
5990,11027,24
6104,1099,24
6137,2777,24
6141,300367,24
6150,1086,24
6165,117,24
6170,18040,24
6228,13197,24
6252,138324,24
6273,315,24
6286,87,24
6308,6906,24
6333,1376,24
6381,1347,24
6427,3335,24
6619,18830,24
6804,1599,24
6824,2513,24
6853,57903,24
6861,671,24
6960,13,24
6999,10245,24
7010,30536,24
7013,229,24
7028,2738,24
7188,12732,24
7202,1290,24
7217,125,24
7233,1084,24
7290,3015,24
7344,3566,24
7351,3271,24
7363,237,24
7395,153480,24
7449,1312,24
7497,2044,24
7510,4823,24
7543,100,24
7577,1433,24
7615,1874,24
7633,1182,24
7649,335,24
7661,6979,24
7673,1116,24
7688,1107,24
7692,19777,24
7699,141,24
7725,21603,24
7749,365,24
7767,159,24
7790,31163,24
7811,10728,24
7859,35,24
7943,1125,24
7947,995,24
8001,2,24
8015,1266,24
8021,3172,24
8060,755,24
8102,2360,24
8114,1205,24
8173,131506,24
8176,154169,24
8183,1978,24
8184,523,24
8186,30473,24
8192,217425,24
8207,369,24
8219,2842,24
8228,70,24
8231,122,24
8399,109547,24
8435,1214,24
8454,59467,24
8468,1370,24
8494,74643,24
8531,1021,24
8537,100369,24
8538,34103,24
8648,17664,24
8653,2805,24
8661,2802,24
8707,40,24
8713,5757,24
8777,30752,24
8946,1744,24
8963,1350,24
8974,694,24
9071,12,24
9105,11622,24
9128,10665,24
9144,2,24
9153,3265,24
9162,122,24
9178,1514,24
9184,23,24
9195,3275,24
9200,14782,24
9240,2271,24
9301,1748,24
9363,3728,24
9367,103,24
9382,1096,24
9389,97,24
9415,610,24
9430,79046,24
9466,3042,24
9488,66,24
9499,3415,24
9507,8,24
9666,18734,24
9679,1810,24
9722,1224,24
9726,16974,24
9736,142,24
9749,472,24
9750,19329,24
9819,112,24
9824,21159,24
9835,2001,24
9838,228,24
9848,128,24
9852,2004,24
9871,6798,24
9922,137094,24
9989,16439,24
9998,16850,24
10029,260,24
10037,18948,24
10049,1433,24
10050,13,24
10072,375,24
10079,3479,24
10095,2209,24
10166,23,24
10170,17711,24
10232,112,24
10236,1941,24
10309,664,24
10345,107424,24
10446,564,24
10451,442,24
10458,1406,24
10472,11757,24
10478,4838,24
10521,30732,24
10523,4367,24
10560,1413,24
10594,4443,24
10624,2387,24
10670,714,24
10720,19683,24
10834,23675,24
110,210,23
418,27273,23
667,12,23
1167,1218,23
1210,2228,23
1343,72746,23
1410,68342,23
1420,37491,23
2494,108803,23
2528,1449,23
2883,166,23
5288,201,23
5760,106,23
5948,3000,23
6087,179,23
8444,115,23
8585,114,23
8733,152256,23
8740,2981,23
9010,51365,23
9264,1180,23
9381,515818,23
9598,4052,23
10151,1230,23
10353,2627,23
10486,2063,23
400,274,22
509,2059,22
526,305,22
836,2861,22
1506,1092,22
1999,1555,22
2004,1717,22
2017,100,22
2923,135,22
3101,1182,22
3485,1006,22
3614,25126,22
3748,114,22
3762,2212,22
4324,1166,22
4933,641,22
5082,192,22
5177,296,22
5237,2933,22
5707,1398,22
6127,993,22
6255,10514,22
6477,15,22
6998,10,22
7082,1008,22
7539,19331,22
7881,1503,22
7991,744,22
8276,1118,22
8571,13,22
10177,3645,22
10186,111,22
10282,12882,22
10787,106,22
140,117,21
505,685,21
662,10523,21
1136,715,21
1356,599,21
1958,1018,21
2076,11726,21
2639,15115,21
3035,278,21
3558,257,21
3832,51123,21
4278,279,21
5031,132,21
5411,1919,21
5810,133,21
5900,2283,21
6177,17,21
7443,102,21
8691,1047,21
9186,1010,21
9204,1276,21
9286,17263,21
9860,375,21
10664,140,21
296,54,20
395,13441,20
508,108,20
1032,1780,20
1120,130,20
2024,2432,20
2036,1303,20
2542,12466,20
2554,1787,20
2822,204,20
3125,1325,20
3176,108,20
3430,105,20
3585,366,20
3645,28,20
3717,1131,20
3755,524,20
3779,935,20
3911,729,20
4058,3556,20
4265,101544,20
4365,3319,20
5731,280,20
6467,541,20
6770,35,20
7698,29291,20
7781,12,20
7996,12,20
8065,2575,20
8075,18,20
8195,550,20
8245,1030,20
8281,4684,20
8742,1135,20
9124,216,20
9131,4477,20
9556,145,20
9558,105,20
9759,14844,20
9784,1100,20
10130,17887,20
2353,157,19
2366,1254,19
2380,477,19
2879,1039,19
3145,731,19
3425,2017,19
3628,103,19
3815,1498,19
4636,120,19
4716,1121,19
5003,1463,19
5083,703,19
5814,2463,19
6075,495,19
6247,110,19
6470,29,19
7470,1094,19
7594,1177,19
8383,104,19
8625,1405,19
8669,111036,19
9878,12213,19
10642,5540,19
10717,3500,19
555,1554,18
926,1480,18
966,8,18
1129,1034,18
1189,719,18
1655,377,18
1662,88635,18
