FunctionID_f,AvgServiceTimeMilliseconds,Invocations30Days
4789,1300,2
4799,20,2
4803,2844,2
4817,14943,2
4822,1065,2
4834,1,2
4851,23977,2
4882,1022,2
4893,102,2
4961,2096,2
5011,1410,2
5061,61,2
5079,3139,2
5080,10241,2
5093,5250,2
5102,129,2
5104,103120,2
5121,17,2
5123,1815,2
5150,1055,2
5155,32,2
5165,111818,2
5181,1023,2
5185,101,2
5199,3321,2
5200,15628,2
5202,10922,2
5206,1023,2
5211,34,2
5254,421,2
5266,110874,2
5281,1381,2
5290,16,2
5293,484,2
5296,1098,2
5315,2974,2
5316,9512,2
5317,2002,2
5340,42098,2
5387,682,2
5413,725,2
5418,153787,2
5439,115,2
5443,1032,2
5446,1078,2
5461,28,2
5477,1840,2
5482,80733,2
5490,19,2
5493,24,2
5502,1011,2
5511,300,2
5512,15345,2
5520,15,2
5523,1187,2
5528,16,2
5561,555,2
5564,1002,2
5568,15,2
5576,1493,2
5581,10513,2
5594,16,2
5609,1095,2
5621,52,2
5632,3944,2
5638,14,2
5650,1187,2
5669,5483,2
5683,115,2
5696,1622,2
5714,125,2
5735,21,2
5749,1192,2
5756,28,2
5848,16036,2
5853,25,2
5860,25,2
5878,1,2
5907,1081,2
5910,190488,2
5912,335017,2
5930,110,2
5952,190,2
5953,3080,2
5959,48812,2
5964,801,2
5975,11692,2
6002,288,2
6037,26404,2
6039,1687,2
6046,1,2
6063,735,2
6082,13,2
6083,614,2
6119,129,2
6123,10280,2
6145,11241,2
6151,2137,2
6160,15,2
6164,2571,2
6176,13067,2
6178,1269,2
6196,6000,2
6198,17679,2
6199,22912,2
6212,407,2
6230,1021,2
6239,2689,2
6266,2882,2
6271,10804,2
6288,225,2
6305,114303,2
6320,1001,2
6328,1462,2
6329,1305,2
6334,109,2
6365,10462,2
6454,10867,2
6505,221394,2
6546,656,2
6601,14,2
6603,14262,2
6605,1054,2
6622,104,2
6635,10806,2
6649,3174,2
6657,53092,2
6661,55460,2
6666,1193,2
6670,6922,2
6677,1111,2
6678,559,2
6717,236,2
6750,3118,2
6751,14906,2
6788,62,2
6796,3678,2
6802,1656,2
6828,427,2
6845,2243,2
6847,101,2
6879,179,2
6913,2614,2
6933,4095,2
6943,845,2
6947,114,2
6948,1132,2
6964,2807,2
6993,352,2
7007,789,2
7040,1011,2
7056,3923,2
7066,146,2
7070,1251,2
7088,444,2
7106,1240,2
7134,26,2
7135,388,2
7143,1313,2
7169,707,2
7192,2613,2
7201,1041,2
7203,1082,2
7223,23,2
7226,1,2
7234,1334,2
7242,5177,2
7243,101457,2
7247,174527,2
7269,1102,2
7309,109,2
7328,527,2
7336,349,2
7339,1,2
7407,100,2
7426,6373,2
7428,17762,2
7453,10188,2
7454,1699,2
7479,1359,2
7545,1281,2
7547,144,2
7555,156,2
7575,16397,2
7576,1026,2
7620,839,2
7668,12258,2
7717,8281,2
7745,1,2
7778,112,2
7787,1004,2
7802,6289,2
7816,527,2
7831,395,2
7848,23,2
7850,170,2
7892,29,2
7895,734,2
7905,12663,2
7916,1,2
7924,2447,2
7932,1219,2
7938,431,2
7956,136,2
7959,4763,2
7976,343,2
7979,254,2
7980,7384,2
7997,384,2
8009,46,2
8012,236,2
8018,2997,2
8031,15,2
8037,102345,2
8040,27,2
8067,14,2
8070,8,2
8084,40,2
8096,126,2
8123,4441,2
8201,58,2
8226,42,2
8239,223,2
8243,390,2
8309,66,2
8336,1438,2
8337,546,2
8344,1328,2
8345,812,2
8347,14,2
8353,1011,2
8365,915,2
8382,48236,2
8385,382,2
8387,17,2
8413,33,2
8479,20,2
8499,14,2
8510,1179,2
8516,1152,2
8530,1269,2
8546,1025,2
8549,533,2
8575,17,2
8582,11332,2
8588,196,2
8604,13776,2
8628,21,2
8646,1,2
8692,643,2
8717,32,2
8739,22,2
8741,1205,2
8769,1,2
8778,2537,2
8836,30,2
8878,1371,2
8880,23,2
8914,1377,2
8922,10,2
8925,14,2
8958,2317,2
8962,1138,2
9013,1322,2
9018,1248,2
9021,4,2
9028,1258,2
9031,861,2
9044,21,2
9051,22,2
9074,10091,2
9087,2721,2
9103,515,2
9110,118,2
9113,768,2
9115,1033,2
9126,539,2
9127,26832,2
9136,579,2
9217,3208,2
9224,10109,2
9226,1165,2
9258,15,2
9263,292,2
9305,1394,2
9317,672,2
9319,169,2
9323,410,2
9364,1844,2
9368,586,2
9414,1922,2
9416,844,2
9448,1015,2
9468,69129,2
9472,147,2
9487,921,2
9489,19,2
9527,15,2
9534,1019,2
9547,20,2
9557,1069,2
9580,121139,2
9607,24220,2
9608,3144,2
9609,14,2
9632,19,2
9641,104,2
9660,52613,2
9699,102,2
9745,2015,2
9764,5965,2
9794,293202,2
9839,4574,2
9840,1038,2
9849,1222,2
9855,1,2
9868,17748,2
9893,17506,2
9941,23,2
9948,14,2
9985,456,2
10007,1271,2
10048,132,2
10084,664,2
10129,125,2
10136,74,2
10144,120,2
10176,897,2
10187,279,2
10205,118,2
10222,15,2
10224,1455,2
10266,1177,2
10268,1351,2
10277,101,2
10278,555,2
10281,1015,2
10284,60352,2
10285,15,2
10295,3618,2
10299,385,2
10304,13144,2
10336,188,2
10349,19,2
10350,1184,2
10360,138901,2
10385,14,2
10389,21,2
10393,21,2
10430,42,2
10444,31877,2
10450,3335,2
10463,1293,2
10510,131633,2
10518,3674,2
10565,1277,2
10567,1896,2
10569,1401,2
10616,5172,2
10627,14,2
10629,3821,2
10641,899,2
10647,11,2
10648,6248,2
10658,414,2
10661,379,2
10749,81658,2
10753,6293,2
10793,1496,2
10795,151,2
10796,720,2
10816,21,2
10840,1763,2
10853,14,2
10859,1381,2
3,1377,1
10,1,1
12,1031,1
14,17,1
19,1048,1
22,2012,1
25,15,1
31,10603,1
37,265,1
45,22973,1
47,1810,1
48,18,1
51,24537,1
53,279931,1
54,91756,1
55,1930,1
58,124,1
61,1062,1
62,1551,1
74,4515,1
79,16,1
80,764,1
85,563,1
86,109,1
87,1034,1
88,1133,1
92,10415,1
95,5615,1
98,2447,1
99,206,1
103,187,1
106,15,1
111,1203,1
112,11,1
115,1417,1
127,1,1
128,1066,1
129,161,1
131,6142,1
133,1,1
145,138,1
151,28598,1
153,110,1
158,84,1
161,498,1
163,1,1
167,1295,1
169,622,1
171,13690,1
176,21094,1
177,1643,1
182,15,1
186,1909,1
193,7891,1
204,6430,1
206,1126,1
209,1335,1
210,1263,1
212,59354,1
214,12,1
220,1,1
221,1232,1
226,31,1
228,261,1
232,19,1
245,27,1
246,1261,1
250,1,1
251,1168,1
263,103538,1
268,1039,1
269,133,1
270,12,1
273,15,1
278,1,1
280,1363,1
281,19,1
282,877,1
283,6152,1
289,1480,1
290,15,1
292,100,1
295,537032,1
299,704,1
300,5775,1
301,1,1
302,18,1
310,31,1
318,2998,1
321,109,1
322,126,1
323,1691,1
324,1016,1
333,1885,1
338,140306,1
339,26051,1
340,1375,1
345,390,1
346,1,1
347,1324,1
348,829,1
356,521,1
363,1897,1
364,1264,1
365,1150,1
367,10083,1
371,10812,1
372,1663,1
373,3568,1
374,19,1
376,1041,1
377,3419,1
379,5857,1
384,15289,1
387,15,1
390,62,1
398,1105,1
403,14038,1
404,37,1
406,187,1
408,15,1
411,15,1
415,1316,1
417,12265,1
419,2297,1
420,7283,1
421,1,1
423,32,1
424,36170,1
426,135185,1
429,380,1
432,2105,1
433,93941,1
434,82318,1
437,294,1
439,265,1
441,65338,1
443,15,1
444,1892,1
446,2385,1
449,1740,1
459,1143,1
465,875,1
469,3815,1
472,29,1
473,2296,1
475,102556,1
487,1231,1
492,2663,1
495,19,1
499,1990,1
502,1364,1
511,1336,1
516,1778,1
517,4760,1
518,401,1
522,1,1
523,1219,1
529,15,1
539,82,1
543,1522,1
545,1214,1
556,1,1
557,140,1
562,1141,1
563,17,1
565,39920,1
567,1,1
570,153,1
579,12032,1
580,5861,1
582,8992,1
586,1252,1
587,154,1
588,24577,1
589,171,1
599,140,1
606,4344,1
607,1071,1
618,515,1
621,38,1
623,1,1
624,2500,1
625,1183,1
627,1477,1
628,550,1
629,20,1
637,405,1
640,101066,1
641,484,1
646,129075,1
647,45082,1
649,19848,1
650,2463,1
656,104,1
663,17,1
666,13172,1
674,5426,1
687,198,1
689,2227,1
691,1734,1
695,975,1
696,11,1
697,1260,1
699,15,1
703,15,1
704,106699,1
706,10391,1
711,4343,1
713,1081,1
716,467,1
719,1,1
720,15,1
727,1170,1
732,45,1
734,11538,1
736,7764,1
739,1,1
745,1062,1
746,153,1
752,1947,1
753,175,1
756,22630,1
758,14453,1
759,354722,1
761,4643,1
762,11,1
763,1479,1
764,1013,1
765,2763,1
766,68087,1
768,20764,1
769,3167,1
770,60,1
772,53175,1
784,1278,1
785,15,1
786,1659,1
787,3241,1
790,508,1
791,4950,1
792,15,1
793,77880,1
794,1049,1
803,1609,1
804,4130,1
805,1360,1
807,133,1
809,3611,1
811,1,1
813,114,1
814,31,1
822,15,1
825,6762,1
829,2687,1
832,161,1
843,1187,1
852,1794,1
853,1404,1
857,1233,1
861,20684,1
862,485,1
863,1203,1
866,10111,1
869,13052,1
873,1139,1
876,1383,1
880,7074,1
883,1,1
885,63995,1
886,3846,1
894,12891,1
895,10917,1
897,12,1
898,2744,1
905,9562,1
907,1267,1
911,1050,1
919,265,1
923,30,1
925,1629,1
941,15,1
942,1,1
946,1002,1
947,2013,1
948,13,1
949,1133,1
952,1757,1
957,2080,1
963,1140,1
965,1266,1
970,1426,1
972,437,1
973,1296,1
974,233445,1
977,108,1
978,1008,1
980,10822,1
982,1,1
984,16463,1
991,142,1
993,3051,1
995,20999,1
1002,1050,1
1005,1,1
1010,15,1
1015,660,1
1019,1848,1
1020,234,1
1026,127,1
1027,1392,1
1029,503,1
1034,1,1
1036,390,1
1046,100,1
1048,203,1
1052,4666,1
1055,1371,1
1057,1,1
1062,1012,1
1068,1272,1
1073,17,1
1079,2565,1
1080,26445,1
1081,1,1
1086,234,1
1087,1,1
1088,16,1
1091,16053,1
1102,15,1
1109,5806,1
1123,1002,1
1128,488,1
1130,2292,1
1132,17,1
1150,11744,1
1161,10042,1
1166,156,1
1177,39137,1
1182,27854,1
1190,1046,1
1196,41793,1
1197,2693,1
1199,46959,1
1205,8004,1
1209,156,1
1211,1313,1
1213,125,1
1223,1,1
1224,1458,1
1230,1,1
1235,1,1
1238,2160,1
1240,1220,1
1241,2053,1
1244,1,1
1245,1,1
1248,31,1
1256,1205,1
1257,16425,1
1258,49807,1
1259,109,1
1261,1033,1
1264,746,1
1266,1,1
1267,1,1
1268,1,1
1269,1,1
1272,60300,1
1274,1187,1
1275,15,1
1280,1149,1
1287,4563,1
1288,102925,1
1292,14163,1
1301,129,1
1312,1,1
1318,445,1
1321,8461,1
1323,12862,1
1324,1,1
1325,3546,1
1330,14027,1
1335,1250,1
1345,1174,1
1347,1781,1
1352,1338,1
1353,2086,1
1357,1687,1
1359,31,1
1363,1545,1
1365,59224,1
1367,18,1
1370,2707,1
1374,880,1
1375,1,1
1376,32,1
1379,3959,1
1380,17,1
1384,9109,1
1390,486,1
1393,1248,1
1395,1,1
1397,2849,1
1398,1006,1
1399,11161,1
1401,46,1
1402,10,1
1405,234,1
1407,13,1
1408,1267,1
1413,19,1
1414,6049,1
1423,1066,1
1425,1485,1
1426,526,1
1427,1427,1
1430,3333,1
1434,1,1
1438,1289,1
1440,1350,1
1442,1042,1
1443,1151,1
1445,701,1
1446,4541,1
1448,710,1
1451,15,1
1452,1,1
1461,991,1
1466,3581,1
1467,3078,1
1469,140,1
1471,121,1
1477,1156,1
1490,15,1
1497,6180,1
1508,8482,1
1509,31,1
1511,1005,1
1518,2848,1
1519,1489,1
1520,103191,1
1526,71085,1
1530,127740,1
1533,17019,1
1537,1,1
1539,1,1
1540,2375,1
1543,35168,1
1546,15,1
1551,233,1
1553,2880,1
1557,209,1
1564,365,1
1568,1,1
1572,41376,1
1576,1234,1
1577,140,1
1579,5864,1
1581,1537,1
1584,29,1
1585,81179,1
1603,1782,1
1606,1265,1
1615,1701,1
1617,139,1
1621,1416,1
1630,2723,1
1634,1,1
1635,31149,1
1637,17529,1
1638,1063,1
1643,95,1
1647,1079,1
1648,1,1
1651,102,1
1656,1078,1
1657,30436,1
1659,11544,1
1665,15,1
1666,1613,1
1672,21175,1
1678,52270,1
1687,136,1
1689,39317,1
1691,1319,1
1695,14569,1
1700,44482,1
1709,1845,1
1713,111294,1
1715,1314,1
1718,1,1
1723,1,1
1724,1050,1
1726,3697,1
1727,1140,1
1728,11,1
1735,1,1
1737,15101,1
1738,2033,1
1742,32,1
1748,25984,1
1750,87503,1
1751,78,1
1752,3230,1
1753,6397,1
1754,1171,1
1756,163471,1
1758,27998,1
1763,1,1
1764,114210,1
1769,90198,1
1770,314874,1
1771,125376,1
1773,3564,1
1774,139016,1
1776,1033,1
1778,6321,1
1779,15,1
1786,13484,1
1790,724,1
1792,479,1
1795,16435,1
1800,15,1
1803,19103,1
1810,137284,1
1811,1030,1
1812,2111,1
1817,36,1
1818,61978,1
1820,1126,1
1821,138,1
1823,11,1
1836,1435,1
1839,119335,1
1845,30,1
1846,1008,1
1849,5732,1
1851,1301,1
1853,18,1
1854,9938,1
1858,15133,1
1864,15,1
1865,29,1
1866,31,1
1880,129,1
1881,1,1
1885,31,1
1886,127,1
1887,111,1
1891,2326,1
1898,786,1
1899,15,1
1902,15,1
1903,15170,1
1913,117801,1
1915,1311,1
1919,178,1
1920,1,1
1925,2332,1
1928,1408,1
1932,31,1
1934,1003,1
1936,3510,1
1942,2831,1
1945,126812,1
1947,1053,1
1949,15,1
1953,1477,1
1954,10290,1
1957,3449,1
1960,2441,1
1962,176,1
1966,15,1
1974,109,1
1976,1312,1
1977,1,1
1987,1066,1
1992,1320,1
1994,154839,1
2000,1151,1
2008,1137,1
2010,1234,1
2013,16669,1
2018,1642,1
2031,4389,1
2034,19,1
2037,29,1
2044,31,1
2046,12639,1
2047,6843,1
2048,813,1
2053,1365,1
2054,3486,1
2058,3439,1
2060,1,1
2062,1264,1
2069,30,1
2078,1468,1
2084,4337,1
2085,11,1
2088,1074,1
2091,5618,1
2092,1,1
2094,1773,1
2097,335,1
2099,406,1
2105,8225,1
2106,593,1
2115,1357,1
2118,453,1
2126,1277,1
2129,1107,1
2131,20653,1
2135,5357,1
2138,15,1
2141,1080,1
2144,2014,1
2147,13647,1
2149,8803,1
2152,146,1
2153,1114,1
2155,127,1
2157,2483,1
2161,7734,1
2167,88001,1
2171,27474,1
2173,1,1
2180,16647,1
2183,46,1
2186,19,1
2195,17,1
2196,13831,1
2202,144553,1
2210,24833,1
2211,5999,1
2213,168927,1
2216,2033,1
2217,300080,1
2218,10473,1
2219,2373,1
2220,6235,1
2221,190,1
2230,1321,1
2233,103884,1
2235,533,1
2238,103637,1
2243,18,1
2245,1262,1
2247,14493,1
2249,12,1
2257,1,1
2260,392,1
2262,63254,1
2265,55,1
2266,19392,1
2271,10342,1
2274,1,1
2276,1,1
2280,14,1
2288,6703,1
2294,1,1
2298,121,1
2300,9411,1
2307,15,1
2310,1796,1
2315,2585,1
2320,10716,1
2321,1026,1
2323,33,1
2324,38352,1
2325,2550,1
2327,164,1
2328,1052,1
2331,1168,1
2332,10774,1
2334,1400,1
2342,1042,1
2343,11005,1
2344,319,1
2345,15078,1
2357,109,1
2370,1218,1
2371,1316,1
2373,11535,1
2374,61897,1
2375,1227,1
2376,159322,1
2379,8922,1
2385,1982,1
2386,1868,1
2390,37015,1
2393,16948,1
2400,1942,1
2402,3720,1
2407,10990,1
2410,1045,1
2412,15,1
2413,122,1
2416,2062,1
2420,1620,1
2423,7080,1
2426,1607,1
2436,10203,1
2438,704,1
2442,15,1
2448,20968,1
2456,1507,1
2464,3465,1
2466,7422,1
2470,218,1
2474,72459,1
2482,4038,1
2492,15,1
2507,1794,1
2509,1,1
2510,1216,1
2513,2000,1
2514,516,1
2518,15,1
2520,211479,1
2523,93567,1
2526,209,1
2527,142,1
2529,31,1
2530,1389,1
2531,16125,1
2533,128,1
2538,1845,1
2541,1082,1
2544,1310,1
2545,431,1
2551,28221,1
2552,148,1
2556,5423,1
2559,1091,1
2567,250,1
2570,6173,1
2572,150,1
2573,1721,1
2577,1029,1
2578,1,1
2590,59232,1
2606,350,1
2607,174,1
2608,14804,1
2616,1,1
2620,15,1
2627,12014,1
2629,119,1
2630,4724,1
2632,10,1
2633,216,1
2641,20994,1
2642,23984,1
2644,1265,1
2650,2637,1
2651,636,1
2655,100171,1
2659,10401,1
2663,8593,1
2664,2229,1
2665,3643,1
2666,2139,1
2668,1031,1
2669,19,1
2675,84400,1
2680,1112,1
2681,18,1
2683,16,1
2685,11232,1
2689,327,1
2696,3718,1
2703,1,1
2705,1,1
2707,16,1
2708,9,1
2718,24146,1
2726,31,1
2727,1,1
2742,1,1
2748,1286,1
2749,1343,1
2753,15,1
2758,15,1
2759,20994,1
2760,1959,1
2763,171,1
2765,180060,1
2768,25264,1
2773,8220,1
2778,15,1
2786,1133,1
2789,3469,1
2791,2065,1
2796,1,1
2797,1,1
2803,7427,1
2805,2107,1
2806,2356,1
2807,19,1
2808,2528,1
2814,150,1
2815,1172,1
2818,1,1
2821,1359,1
2824,113,1
2825,17094,1
2827,1953,1
2829,13250,1
2831,3400,1
2836,106837,1
2837,1498,1
2838,1758,1
2841,125583,1
2847,1,1
2848,1047,1
2855,46,1
2857,1079,1
2862,100123,1
2866,17403,1
2870,203,1
2875,1234,1
2880,108,1
2881,153,1
2885,13,1
2886,19,1
2888,12396,1
2890,127496,1
2900,2544,1
2917,315,1
2920,48,1
2921,3448,1
2924,367,1
2926,239989,1
2932,703,1
2939,2272,1
2945,4208,1
2951,1,1
2953,102,1
2954,12,1
2955,366,1
2956,1271,1
2958,25858,1
2963,5969,1
2969,12120,1
2978,1247,1
2979,1,1
2980,32284,1
2987,1004,1
2992,5323,1
2993,31,1
3003,6000,1
3009,19,1
3015,17,1
3017,1,1
3021,446,1
3023,828,1
3025,1,1
3027,467220,1
3031,10612,1
3033,15,1
3038,15,1
3048,1096,1
3052,1051,1
3053,5135,1
3058,15,1
3061,300148,1
3062,13032,1
3063,392,1
3081,10,1
3082,1,1
3085,71175,1
3088,11211,1
3090,13393,1
3094,91840,1
3096,1018,1
3098,31,1
3105,17,1
3111,1009,1
3112,1517,1
3121,180,1
3122,109123,1
3127,1,1
3131,282755,1
3133,2328,1
3135,10316,1
3136,227,1
3141,126,1
3146,138174,1
3149,145,1
3150,2823,1
3151,1702,1
3152,1,1
3155,1934,1
3156,377,1
3157,1115,1
3159,1231,1
3160,3696,1
3161,29708,1
3163,115942,1
3165,1,1
3166,1302,1
3167,300865,1
3168,17,1
3170,109,1
3172,1079,1
3174,41283,1
3178,1042,1
3187,8516,1
3189,1438,1
3190,445,1
3192,10483,1
3193,1177,1
3194,1182,1
3195,15,1
3199,1,1
3211,315881,1
3215,785,1
3222,30,1
3223,17,1
3234,401,1
3235,11395,1
3241,320,1
3242,17,1
3253,100250,1
3256,4609,1
3262,2035,1
3266,115,1
3268,21379,1
3269,176,1
3273,51279,1
3276,546,1
3283,1800409,1
3284,1226,1
3294,300102,1
3299,2813,1
3300,466,1
3314,1176,1
3317,1469,1
3325,1,1
3326,1055,1
3330,110801,1
3333,5130,1
3342,1734,1
3347,1170,1
3358,1091,1
3361,242,1
3366,5112,1
3368,220442,1
3369,571,1
3374,1,1
3379,1329,1
3387,20969,1
3391,687,1
3393,6715,1
3398,21262,1
3403,1655,1
3405,78,1
3407,126,1
3410,1,1
3414,114288,1
3416,18682,1
3418,12,1
3419,16,1
3420,123,1
3421,13047,1
3424,15800,1
3427,47,1
3429,218,1
3431,2540,1
3447,5356,1
3449,3108,1
3451,994,1
3460,1383,1
3463,29,1
3464,1,1
3465,1547,1
3469,2230,1
3473,1,1
3476,2461,1
3477,13173,1
3481,3590,1
3486,1732,1
3489,15,1
3490,86219,1
3494,106,1
3495,32854,1
3497,1080,1
3504,11487,1
3506,60954,1
3509,1045,1
3510,17,1
3512,531,1
3520,1,1
3524,39430,1
3525,10656,1
3526,1931,1
3529,31,1
3530,179,1
3534,179,1
3543,5020,1
3545,14002,1
3547,11647,1
3548,10091,1
3552,1796,1
3557,1392,1
3559,2159,1
3563,1435,1
3567,1712,1
3573,10444,1
3574,1395,1
3577,203,1
3586,168,1
3590,1731,1
3600,1,1
3605,15029,1
3609,1187,1
3612,1595,1
3616,11317,1
3621,187,1
3623,1,1
3631,1,1
3635,1,1
3640,1798,1
3646,151608,1
3650,15,1
3658,7876,1
3662,1,1
3666,1112,1
3671,1,1
3672,33007,1
3676,221707,1
3683,101,1
3687,14051,1
3699,8413,1
3700,15,1
3706,103,1
3714,125089,1
3715,10113,1
3716,828,1
3724,300091,1
3732,100,1
3737,1613,1
3739,13,1
3741,171,1
3742,15,1
3747,270,1
3754,1,1
3759,1,1
3760,1005,1
3763,1597,1
3766,18,1
3769,1229,1
3770,10297,1
3771,12043,1
3774,5092,1
3778,1,1
3782,6202,1
3788,46051,1
3792,13334,1
3796,10,1
3797,512,1
3802,922,1
3803,171517,1
3807,3174,1
3811,601,1
3813,1048,1
3818,142,1
3824,30195,1
3843,344,1
3844,7724,1
3845,1221,1
3846,4450,1
3848,1006,1
3849,12,1
3850,1379,1
3855,5187,1
3860,16,1
3861,171,1
3863,15,1
3868,1,1
3869,1049,1
3871,123,1
3878,14148,1
3879,15,1
3881,1,1
3882,106,1
3883,357,1
3884,1682,1
3887,14289,1
3893,5557,1
3897,7626,1
3898,15,1
3901,1,1
3903,1046,1
3904,4980,1
3906,2798,1
3913,11315,1
3915,10253,1
3918,1,1
3920,4978,1
3929,1675,1
3930,1403,1
3934,1,1
3935,11,1
3938,2768,1
3950,12942,1
3954,1183,1
3955,164152,1
3956,1890,1
3958,143,1
3960,13406,1
3962,483,1
3964,624,1
3971,15277,1
3975,593,1
3979,10,1
3981,30427,1
3983,1726,1
3985,1,1
3986,1227,1
3989,108844,1
3992,1019,1
3998,1,1
4000,5546,1
4003,109,1
4008,264,1
4017,13047,1
4020,3849,1
4023,13053,1
4025,3911,1
4030,30596,1
4033,9362,1
4039,1339,1
4040,1,1
4041,102396,1
4044,180,1
4054,15726,1
4064,223,1
4069,781,1
4071,1,1
4072,52,1
4073,1060,1
4074,3119,1
4077,1826,1
4087,215,1
4090,17,1
4092,1166,1
4109,1040,1
4110,1688,1
4111,1132,1
4114,10397,1
4116,406,1
4117,1,1
4120,1,1
4124,46,1
4127,29,1
4128,15,1
4130,445,1
4131,36,1
4134,109,1
4137,36856,1
4138,1313,1
4140,171,1
4146,1,1
4148,1,1
4150,24411,1
4153,46,1
4158,31,1
4163,15,1
4166,10918,1
4170,583,1
4172,2328,1
4176,103667,1
4178,1084,1
4180,2593,1
4186,31,1
4188,1,1
4192,1031,1
4201,108561,1
4204,21379,1
4206,1233,1
4213,10030,1
4222,1667,1
4223,15,1
4228,407,1
4240,23,1
4241,1719,1
4248,1,1
4252,31,1
4260,172,1
4262,268,1
4263,1049,1
4264,5644,1
4268,3683,1
4271,19020,1
4275,421,1
4284,1769,1
4285,31,1
4291,108,1
4293,1197,1
4296,106,1
4297,1,1
4298,10843,1
4304,5519,1
4307,1314,1
4314,2284,1
4316,1026,1
4319,187,1
4321,1325,1
4325,200,1
4328,5168,1
4332,15,1
4334,21767,1
4337,19079,1
4338,16,1
4346,1096,1
4348,2390,1
4352,1552,1
4367,1598,1
4369,20255,1
4372,2408,1
4374,1,1
4375,275,1
4377,1290,1
4385,1023,1
4386,61081,1
4388,393,1
4389,100873,1
4391,1001,1
4396,3429,1
4402,215,1
4403,101,1
4410,2968,1
4411,15,1
4414,1,1
4422,119,1
4425,1075,1
4427,159,1
4432,1,1
4433,3375,1
4435,248184,1
4436,23278,1
4437,109,1
4439,255279,1
4441,1349,1
4445,111,1
4451,66,1
4453,11225,1
4459,46,1
4466,1346,1
4468,19,1
4470,5965,1
4476,11,1
4478,193,1
4481,1244,1
4482,609,1
4483,58741,1
4486,688,1
4487,190,1
4491,12,1
4492,22019,1
4493,220,1
4496,14572,1
4505,1186,1
4508,1216,1
4510,1280,1
4511,1078,1
4513,1754,1
4516,2580,1
4519,15,1
4528,1056,1
4546,170,1
4550,109,1
4553,8074,1
4555,29,1
4559,2908,1
4560,106711,1
4562,203,1
4565,1407,1
4576,18,1
4577,3809,1
4580,44,1
4585,15,1
4586,1750,1
4593,8608,1
4602,1345,1
4603,31,1
4615,170,1
4617,1393,1
4618,1,1
4623,123,1
4627,4812,1
4628,8030,1
4629,1,1
4630,1793,1
4631,1215,1
4633,38222,1
4640,63221,1
4641,15,1
4644,453,1
4651,1907,1
4669,29,1
4672,1,1
4673,100296,1
4680,19,1
4681,17558,1
4683,10,1
4684,187,1
4685,118,1
4687,1203,1
4693,1,1
4697,10126,1
4699,546489,1
4700,13,1
4701,11,1
4704,1725,1
4707,112,1
4709,26900,1
4711,2187,1
4713,1280,1
4718,1437,1
4719,1,1
4720,771,1
4721,20500,1
4727,113443,1
4731,15725,1
4734,150,1
4744,1547,1
4747,14831,1
4751,430,1
4754,1269,1
4755,1258,1
4758,18,1
4759,1259,1
4762,1027,1
4772,48760,1
4773,1082,1
4780,1155,1
4781,119,1
4786,1453,1
4792,16,1
4796,251,1
4798,28,1
4802,27634,1
4811,486,1
4815,1281,1
4819,5449,1
4820,1038,1
4824,21,1
4825,1363,1
4826,2390,1
4827,12971,1
4829,1,1
4830,1076,1
4832,1691,1
4835,156,1
4836,243940,1
4838,1138,1
4840,15,1
4842,6761,1
4848,1268,1
4852,12466,1
4854,12,1
4856,1713,1
4857,1317,1
4859,1,1
4868,31626,1
4878,1,1
4879,13,1
4886,1191,1
4891,1,1
4894,5460,1
4900,10639,1
4903,100303,1
4908,139,1
4916,3617,1
4917,651,1
4921,33991,1
4924,179,1
4927,1,1
4929,810,1
4935,1025,1
4937,3972,1
4939,15,1
4942,1099,1
4945,7260,1
4946,1192,1
4957,37,1
4958,1346,1
4959,1985,1
4960,1037,1
4962,1207,1
4965,10751,1
4967,1004,1
4971,1244,1
4972,3100,1
4973,296,1
4976,34864,1
4977,1439,1
4978,1896,1
4980,159271,1
4982,1335,1
4984,1042,1
4988,4021,1
4989,1648,1
4993,156,1
5000,15246,1
5009,1,1
5012,1306,1
5013,140,1
5014,1711,1
5017,100,1
5019,29,1
5022,10344,1
5027,15741,1
5029,16484,1
5030,1327,1
5032,4289,1
5033,158146,1
5034,1230,1
5040,1,1
5042,19,1
5045,12151,1
5049,1000,1
5052,18544,1
5053,6403,1
5060,19,1
5062,4336,1
5068,5353,1
5073,10519,1
5075,4093,1
5081,28,1
5084,1,1
5088,1,1
5097,12,1
5101,181204,1
5103,5904,1
5105,1533,1
5107,1311,1
5108,543544,1
5109,46853,1
5110,40,1
5111,20709,1
5113,1,1
5115,15664,1
5119,634,1
5120,156,1
5122,12092,1
5124,10157,1
5125,7589,1
5126,2841,1
5129,67034,1
5133,1317,1
5140,6336,1
5141,1603,1
5142,109,1
5144,15,1
5145,12,1
5147,148,1
5148,17,1
5149,1245,1
5152,7357,1
5156,2899,1
5167,13,1
5169,91955,1
5173,134394,1
5178,331,1
5179,18,1
5196,17,1
5197,1015,1
5198,3098,1
5213,29,1
5214,1045,1
5215,36410,1
5217,717,1
5219,18,1
5223,13,1
5224,3603,1
5225,1049,1
5230,1843,1
5231,1224,1
5236,1,1
5252,6680,1
5255,7413,1
5270,1005,1
5272,518,1
5273,12266,1
5274,19151,1
5277,80980,1
5279,2171,1
5282,1048,1
5283,108,1
5297,4517,1
5304,4455,1
5305,16791,1
5306,1284,1
5308,7135,1
5309,28957,1
5319,1778,1
5323,330541,1
5325,10444,1
5327,15,1
5328,330,1
5333,3145,1
